time,open,high,low,close,Resistance Zone - 1 - High,Resistance Zone - 1 - Low,Support Zone - 1 - High,Support Zone - 1 - Low,Supply Demand - 1 - High,Supply Demand - 1 - Low,Resistance Zone - 2 - High,Resistance Zone - 2 - Low,Support Zone - 2 - High,Support Zone - 2 - Low,Supply Demand - 2 - High,Supply Demand - 2 - Low,Resistance Zone - 3 - High,Resistance Zone - 3 - Low,Support Zone - 3 - High,Support Zone - 3 - Low,Supply Demand - 3 - High,Supply Demand - 3 - Low,Resistance Zone - 4 - High,Resistance Zone - 4 - Low,Support Zone - 4 - High,Support Zone - 4 - Low,Supply Demand - 4 - High,Supply Demand - 4 - Low,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot
2020-06-03,46468,46718,45673,46008,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-06-04,46028,46750,45953,46696,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-06-05,46401,46557,45421,45698,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-06-08,45793,46160,45748,46101,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-06-09,46075,46737,45950,46594,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-06-10,46602,46949,46554,46626,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-06-11,46750,47680,46750,47414,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-06-12,47150,47550,47065,47334,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-06-15,47199,47246,46546,47026,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-06-16,47180,47650,46960,47567,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-06-17,47450,47483,46967,47338,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-06-18,47301,47619,47110,47355,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-06-19,47399,47980,47328,47937,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-06-22,48000,48289,47792,47944,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-06-23,47864,48272,47731,48232,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-06-24,48333,48589,48035,48134,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-06-25,48114,48173,47823,47941,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-06-26,47902,48348,47700,48305,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-06-29,48365,48462,48150,48244,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-06-30,48270,48825,48180,48762,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-01,48814,48982,48051,48267,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-02,48174,48273,47606,48158,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-03,48053,48190,47950,48046,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-06,47970,48285,47775,48225,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-07,48210,48825,48101,48800,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-08,48704,49348,48642,49159,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-09,49139,49312,48756,48878,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-10,48919,49230,48710,48863,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-13,49046,49265,48915,49148,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-14,49050,49291,48770,49259,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-15,49228,49270,48914,49159,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-16,49104,49245,48727,48773,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-17,48796,49025,48713,48967,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-20,48910,49175,48858,49027,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-21,49078,49579,49036,49527,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-22,49931,50199,49630,50078,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-23,50191,50936,50125,50700,NaN,NaN,NaN,NaN,NaN,NaN,47327,46526,28254,28102,47327,46526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-24,50809,51184,50570,51035,NaN,NaN,NaN,NaN,NaN,NaN,51184,50570,28254,28102,51184,50570,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-27,51749,52220,51657,52101,NaN,NaN,NaN,NaN,NaN,NaN,52220,51657,28254,28102,52220,51657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-28,52186,52698,51277,52591,NaN,NaN,NaN,NaN,NaN,NaN,52698,51277,28254,28102,52698,51277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-29,52550,53399,52364,53187,NaN,NaN,NaN,NaN,NaN,NaN,53399,52364,28254,28102,53399,52364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-30,53390,53429,52700,53138,NaN,NaN,NaN,NaN,NaN,NaN,53429,52700,28254,28102,53429,52700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-07-31,53000,53700,53000,53445,NaN,NaN,NaN,NaN,NaN,NaN,53700,53000,28254,28102,53700,53000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-03,53564,53845,53429,53717,NaN,NaN,NaN,NaN,NaN,NaN,53845,53429,28254,28102,53845,53429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-04,53765,54612,53555,54551,NaN,NaN,NaN,NaN,NaN,NaN,54612,53555,28254,28102,54612,53555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-05,54777,55597,54634,55098,NaN,NaN,NaN,NaN,NaN,NaN,55597,54634,28254,28102,55597,54634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-06,55265,56079,55241,55845,NaN,NaN,NaN,NaN,NaN,NaN,56079,55241,28254,28102,56079,55241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-07,55965,56191,54690,54789,NaN,NaN,NaN,NaN,NaN,NaN,56191,54690,28254,28102,56191,54690,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-10,55049,55449,54861,54946,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-11,54750,54750,51712,51929,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-12,51650,52598,49955,52254,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-13,52365,53038,51802,52930,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-14,52675,52797,51840,52227,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-17,52151,53443,52113,53275,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-18,53415,53999,51800,53571,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-19,53450,53493,52302,52622,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-20,52550,52550,51721,52151,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-21,52160,52409,51239,52016,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-24,51860,52232,51160,51269,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-25,51350,51533,50820,50924,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-26,51165,51876,50551,51779,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-27,51601,52160,50533,50902,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-28,50890,51750,50890,51448,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-08-31,51540,51875,51460,51701,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-01,52000,52100,51303,51502,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-02,51449,51555,50696,50821,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-03,50964,51068,50500,50742,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-04,50865,51082,50362,50678,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-07,50801,51200,50680,51065,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-08,50800,51406,50629,51353,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-09,51165,51480,50872,51402,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-10,51430,51851,51242,51774,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-11,51431,51684,51224,51319,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-14,51599,51847,51334,51687,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-15,51850,52182,51561,51769,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-16,51839,52127,51750,51824,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-17,51710,51710,51181,51453,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-18,51559,51849,51453,51715,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-21,51650,51650,49815,50471,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-22,50560,50686,50129,50381,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-23,50380,50380,49444,49508,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-24,49400,50050,49248,49904,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-25,49826,49900,49380,49659,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-28,49474,50197,49315,50133,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-29,50162,50690,50074,50652,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-09-30,50450,50600,50105,50334,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-10-01,50330,50645,50120,50570,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-10-05,50230,50719,50030,50626,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-10-06,50468,50982,50445,50526,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-10-07,50270,50361,49880,50048,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-10-08,49972,50399,49924,50175,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-10-09,50300,50970,50300,50817,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-10-12,50940,51184,50830,51107,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-10-13,50870,51078,50110,50245,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-10-14,50369,50740,50270,50542,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-10-15,50314,50749,50280,50712,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-10-16,50586,50813,50452,50547,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-10-19,50552,50940,50437,50687,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-10-20,50600,50940,50491,50910,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-10-21,50950,51454,50915,51333,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-10-22,51199,51199,50535,50766,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-10-23,50865,51040,50643,50839,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-10-26,50690,51125,50552,50930,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-10-27,51065,51114,50704,50961,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
2020-10-28,51065,51065,50230,50495,NaN,NaN,NaN,NaN,NaN,NaN,55449,54861,28254,28102,55449,54861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10,15,20,25,30,35,40,45,50
